transaccion_id,fecha,cuenta_id,tipo_transaccion,monto,canal,moneda
462,2026-02-26,1055,Pago,14879.26,Sucursal,MXN
463,2025-11-16,1032,Retiro,3526.99,App móvil,USD
464,2025-06-23,1009,Pago,1725.92,App móvil,PEN
465,2026-03-09,1042,Depósito,6919.03,Web,ARS
466,2025-11-21,1003,Transferencia,8823.96,Web,PEN
467,2026-05-16,1050,Pago,8592.35,App móvil,USD
468,2025-12-14,1027,Pago,7456.0,Cajero,PEN
469,2025-07-26,1039,Pago,14541.72,Web,USD
470,2025-09-29,1010,Compra,3219.06,App móvil,ARS
471,2025-04-05,1074,Transferencia,12071.0,App móvil,PEN
472,2026-06-28,1044,Pago,1018.37,Web,CLP
473,2025-11-06,1027,Pago,11936.82,Sucursal,CLP
474,2026-02-16,1070,Pago,3009.15,Sucursal,PEN
475,2026-07-15,1066,Transferencia,10076.69,Cajero,MXN
476,2025-08-07,1067,Retiro,8656.88,Web,ARS
477,2026-03-21,1069,Compra,12793.09,App móvil,PEN
478,2025-09-04,1026,Pago,6942.68,Cajero,USD
479,2025-03-07,1039,Transferencia,6159.8,Cajero,CLP
480,2025-09-20,1035,Pago,9694.18,Cajero,CLP
481,2025-01-29,1031,Depósito,2257.93,Cajero,ARS
482,2026-03-23,1060,Transferencia,8401.78,Web,USD
483,2025-05-20,1005,Retiro,2398.78,App móvil,ARS
484,2025-02-13,1036,Compra,2648.02,Web,MXN
485,2025-11-02,1008,Depósito,4715.43,App móvil,CLP
486,2025-05-24,1047,Depósito,5959.46,Cajero,MXN
487,2026-06-19,1074,Compra,13994.7,Sucursal,CLP
488,2025-11-17,1012,Retiro,9001.32,Sucursal,PEN
489,2025-08-12,1050,Retiro,14033.15,Cajero,MXN
490,2026-03-27,1023,Retiro,14549.15,Web,ARS
491,2026-01-19,1076,Depósito,7360.48,App móvil,ARS
492,2025-09-10,1070,Transferencia,7128.06,Sucursal,COP
493,2025-11-12,1047,Transferencia,10737.91,App móvil,USD
494,2025-02-25,1078,Depósito,12623.68,Cajero,ARS
495,2026-01-07,1071,Transferencia,4645.93,App móvil,PEN
496,2026-02-07,1031,Transferencia,5833.18,Sucursal,ARS
497,2025-06-14,1012,Retiro,4468.37,Web,USD
498,2025-10-08,1041,Transferencia,11841.87,App móvil,CLP
499,2025-12-07,1061,Transferencia,13898.19,Web,MXN
500,2025-12-27,1021,Pago,7599.95,Web,PEN
501,2025-01-29,1071,Pago,6804.39,App móvil,USD
502,2025-05-20,1024,Transferencia,11867.38,App móvil,CLP
503,2025-03-26,1026,Pago,4712.69,App móvil,COP
504,2025-05-14,1032,Compra,10706.32,Web,ARS
505,2025-05-17,1058,Transferencia,13103.85,Sucursal,COP
506,2025-07-23,1076,Pago,11994.93,App móvil,CLP
507,2026-01-22,1048,Retiro,5908.48,Cajero,MXN
508,2025-08-23,1003,Compra,9710.13,App móvil,CLP
509,2025-06-22,1026,Pago,10521.9,App móvil,CLP
510,2025-06-02,1080,Transferencia,9009.89,App móvil,ARS
511,2026-06-23,1022,Compra,1769.08,Web,CLP
512,2025-07-28,1064,Depósito,3375.01,Cajero,ARS
513,2026-03-18,1037,Transferencia,5737.28,Cajero,PEN
514,2025-07-13,1028,Pago,10903.35,Web,COP
515,2025-09-26,1053,Retiro,441.31,Cajero,PEN
516,2026-04-15,1058,Retiro,5550.87,App móvil,MXN
517,2026-02-12,1061,Retiro,13072.94,Cajero,USD
518,2025-09-20,1050,Transferencia,11044.2,App móvil,MXN
519,2025-08-29,1072,Depósito,791.17,Web,ARS
520,2025-02-16,1078,Compra,10646.39,App móvil,ARS
521,2026-02-09,1065,Compra,5720.26,Sucursal,COP
522,2025-09-24,1072,Depósito,8711.5,Cajero,PEN
523,2025-05-16,1064,Pago,13169.67,App móvil,ARS
524,2025-04-30,1068,Transferencia,2135.52,Sucursal,MXN
525,2025-10-15,1017,Transferencia,13076.48,Sucursal,CLP
526,2025-09-28,1037,Pago,9197.84,Sucursal,CLP
527,2026-05-19,1022,Pago,11055.67,Cajero,PEN
528,2025-02-25,1057,Depósito,2841.91,Cajero,COP
529,2026-04-24,1005,Transferencia,3910.76,Web,MXN
530,2026-07-29,1064,Depósito,6628.38,Web,CLP
531,2025-06-01,1064,Depósito,12689.12,App móvil,ARS
532,2025-07-04,1012,Retiro,13023.91,Cajero,USD
533,2026-08-23,1066,Pago,8453.08,Cajero,PEN
534,2025-07-04,1001,Compra,11505.05,Web,MXN
535,2025-12-03,1032,Transferencia,10156.86,App móvil,ARS
536,2025-04-19,1016,Transferencia,5609.64,Sucursal,COP
537,2026-05-07,1004,Depósito,6908.9,Web,USD
538,2025-12-04,1035,Compra,9873.51,App móvil,USD
539,2026-08-06,1080,Transferencia,4880.48,Cajero,COP
540,2025-02-26,1007,Pago,4854.33,App móvil,PEN
541,2025-09-19,1078,Transferencia,1397.34,Cajero,COP
542,2025-08-02,1052,Depósito,317.48,Cajero,CLP
543,2025-06-07,1052,Pago,9711.05,App móvil,ARS
544,2025-11-14,1063,Transferencia,11040.98,Cajero,ARS
545,2026-05-17,1013,Pago,7694.67,Web,CLP
546,2026-03-10,1061,Pago,8450.23,App móvil,CLP
547,2026-03-13,1048,Compra,2803.47,App móvil,MXN
548,2025-08-18,1066,Pago,14599.34,Cajero,CLP
549,2026-04-25,1068,Compra,1268.71,Web,MXN
550,2025-05-11,1062,Pago,2237.61,Sucursal,COP
551,2025-02-18,1067,Transferencia,4439.27,App móvil,MXN
552,2026-02-27,1066,Depósito,7664.67,App móvil,CLP
553,2026-08-23,1073,Pago,5338.31,App móvil,PEN
554,2026-04-19,1003,Depósito,11110.34,Cajero,COP
555,2025-11-01,1051,Depósito,1258.53,Sucursal,PEN
556,2025-09-29,1059,Transferencia,9360.92,Sucursal,COP
557,2025-09-23,1028,Retiro,1182.53,App móvil,CLP
558,2025-04-30,1069,Depósito,97.65,App móvil,COP
559,2026-05-14,1062,Transferencia,10380.18,Sucursal,PEN
560,2026-02-09,1079,Pago,10363.03,Sucursal,MXN
561,2025-04-25,1017,Retiro,218.0,App móvil,USD
562,2025-05-29,1025,Depósito,3146.35,Cajero,CLP
563,2026-04-20,1069,Retiro,1300.54,Cajero,CLP
564,2025-06-06,1055,Depósito,1755.72,Web,CLP
565,2026-08-23,1061,Depósito,12898.35,Cajero,COP
566,2026-02-06,1038,Compra,12443.47,App móvil,ARS
567,2026-03-19,1002,Depósito,9459.84,Web,CLP
568,2025-10-25,1075,Compra,10968.87,App móvil,CLP
569,2026-05-15,1052,Transferencia,7705.2,Cajero,USD
570,2026-08-14,1008,Compra,295.1,Sucursal,PEN
571,2026-03-04,1009,Pago,13394.23,Web,MXN
572,2025-12-22,1064,Compra,14085.08,Web,USD
573,2025-07-16,1056,Depósito,2428.39,Web,ARS
574,2025-12-14,1057,Retiro,7619.46,Web,COP
575,2026-01-04,1038,Transferencia,14397.45,Web,COP
576,2025-03-30,1080,Retiro,4244.03,Web,COP
577,2026-05-19,1023,Retiro,2353.15,App móvil,CLP
578,2026-07-25,1064,Pago,3528.44,App móvil,MXN
579,2025-06-12,1046,Pago,5362.09,Cajero,PEN
580,2025-04-27,1005,Depósito,5072.64,Cajero,MXN
581,2025-12-15,1072,Retiro,7300.62,Sucursal,MXN
582,2026-06-12,1072,Pago,13445.8,App móvil,USD
583,2025-04-24,1007,Transferencia,11986.81,App móvil,PEN
584,2025-02-12,1079,Depósito,12355.92,App móvil,COP
585,2025-06-10,1016,Retiro,13665.68,Sucursal,USD
586,2025-04-12,1057,Compra,7480.88,Cajero,USD
587,2025-05-06,1047,Pago,12289.22,Cajero,CLP
588,2026-05-01,1054,Depósito,3687.29,Sucursal,ARS
589,2026-01-17,1065,Retiro,1287.66,Web,ARS
590,2026-06-27,1032,Retiro,11300.56,Web,COP
591,2026-02-24,1018,Transferencia,6207.01,Web,PEN
592,2025-01-11,1047,Depósito,6644.25,App móvil,MXN
593,2025-06-18,1044,Pago,6030.75,Web,MXN
594,2025-06-04,1051,Depósito,9906.04,App móvil,USD
595,2026-07-21,1067,Pago,6295.39,Sucursal,USD
596,2025-10-14,1041,Pago,128.45,Cajero,USD
597,2026-07-12,1052,Transferencia,9661.75,Web,USD
598,2025-11-05,1045,Transferencia,11633.25,App móvil,MXN
599,2025-05-10,1069,Pago,5856.0,Sucursal,COP
600,2026-06-18,1012,Compra,8281.27,Sucursal,USD
601,2026-07-07,1021,Depósito,428.09,Sucursal,COP
602,2025-04-24,1039,Transferencia,14804.45,App móvil,ARS
603,2025-02-18,1034,Compra,5323.56,App móvil,CLP
604,2026-04-10,1039,Compra,11055.51,Sucursal,COP
605,2026-07-01,1075,Compra,10722.56,Cajero,ARS
606,2026-08-10,1039,Pago,10007.17,Cajero,USD
607,2025-04-18,1049,Compra,11065.31,Sucursal,PEN
608,2026-01-05,1075,Retiro,12344.41,Web,MXN
609,2025-03-25,1019,Transferencia,12428.28,App móvil,MXN
610,2026-04-02,1055,Retiro,7149.03,App móvil,ARS
611,2026-06-16,1068,Transferencia,8827.71,Web,ARS
612,2026-03-27,1075,Transferencia,9550.55,Web,USD
613,2025-05-11,1054,Retiro,2173.75,Web,USD
614,2026-06-10,1059,Retiro,14520.8,App móvil,USD
615,2025-06-10,1028,Transferencia,7105.6,Sucursal,MXN
616,2026-01-14,1078,Transferencia,1663.94,Sucursal,MXN
617,2025-11-09,1067,Retiro,1774.96,Sucursal,ARS
618,2025-05-27,1038,Transferencia,429.39,Cajero,PEN
619,2025-11-09,1054,Depósito,14052.94,Sucursal,COP
620,2026-07-15,1024,Transferencia,41.27,Sucursal,MXN
621,2025-11-14,1006,Transferencia,7222.83,Web,ARS
622,2025-05-16,1049,Transferencia,12518.56,Cajero,PEN
623,2025-06-02,1059,Transferencia,10011.64,Sucursal,MXN
624,2025-08-27,1080,Compra,6150.33,Web,ARS
625,2026-03-30,1070,Depósito,14371.61,Sucursal,USD
626,2026-08-09,1012,Retiro,10611.06,Sucursal,PEN
627,2026-07-09,1016,Compra,1286.43,App móvil,PEN
628,2026-05-30,1067,Retiro,11260.87,App móvil,MXN
629,2025-10-09,1069,Retiro,14436.03,Cajero,COP
630,2026-07-01,1075,Transferencia,1278.87,Sucursal,CLP
631,2025-01-24,1076,Depósito,7377.18,Sucursal,CLP
632,2026-06-25,1024,Transferencia,370.61,Sucursal,CLP
633,2025-04-12,1033,Depósito,1728.52,Cajero,ARS
634,2025-04-02,1019,Retiro,3840.76,Cajero,ARS
635,2025-11-30,1053,Retiro,893.12,Cajero,MXN
636,2025-11-24,1008,Pago,5855.2,Cajero,CLP
637,2025-05-04,1042,Pago,5638.94,App móvil,COP
638,2026-05-20,1031,Compra,8794.58,Web,MXN
639,2026-07-21,1035,Depósito,4781.86,Web,MXN
640,2025-08-28,1062,Depósito,6118.33,App móvil,ARS
641,2025-09-10,1071,Compra,10129.71,Cajero,ARS
642,2026-05-28,1073,Transferencia,6695.27,Cajero,COP
643,2025-09-09,1048,Compra,14779.78,Web,PEN
644,2026-04-21,1058,Depósito,25.01,Sucursal,USD
645,2026-05-09,1022,Depósito,912.02,Sucursal,PEN
646,2025-08-06,1033,Transferencia,14988.64,Sucursal,MXN
647,2025-11-04,1021,Compra,8450.59,App móvil,CLP
648,2025-10-14,1016,Retiro,10878.86,Web,COP
649,2025-11-22,1079,Compra,14361.68,Sucursal,USD
650,2025-11-26,1034,Transferencia,4102.47,Sucursal,COP
651,2025-05-17,1059,Compra,4933.57,App móvil,PEN
652,2025-06-27,1061,Depósito,13522.66,Web,PEN
653,2025-03-21,1063,Transferencia,8076.59,App móvil,USD
654,2026-01-21,1057,Depósito,5301.39,Sucursal,CLP
655,2026-01-15,1023,Depósito,1880.21,Cajero,CLP
656,2025-10-15,1002,Retiro,11149.74,Sucursal,COP
657,2025-08-15,1012,Compra,9382.3,Cajero,CLP
658,2025-08-03,1047,Depósito,4218.54,App móvil,COP
659,2026-08-06,1051,Depósito,13050.04,Web,COP
660,2026-08-03,1071,Retiro,9900.98,Cajero,MXN
661,2025-05-11,1076,Retiro,11192.14,Sucursal,PEN
662,2025-10-08,1030,Compra,10936.19,Cajero,USD
663,2026-07-28,1003,Compra,9220.7,Web,MXN
664,2025-11-27,1055,Depósito,12809.36,Web,CLP
665,2026-04-23,1036,Depósito,10205.8,Web,ARS
666,2025-08-18,1067,Depósito,13258.2,App móvil,ARS
667,2025-01-06,1054,Compra,6738.43,Web,COP
668,2025-01-26,1043,Depósito,13202.68,Cajero,USD
669,2025-07-21,1055,Depósito,13755.76,Cajero,ARS
670,2025-04-10,1040,Depósito,9393.66,App móvil,CLP
671,2025-12-09,1056,Depósito,8892.04,Sucursal,COP
672,2025-12-15,1014,Transferencia,3583.0,App móvil,ARS
673,2026-03-26,1067,Retiro,14153.78,App móvil,USD
674,2025-03-04,1058,Compra,1881.15,App móvil,CLP
675,2025-03-05,1041,Depósito,11741.87,Web,MXN
676,2025-03-09,1039,Compra,9396.52,App móvil,USD
677,2026-01-26,1008,Compra,792.53,Web,MXN
678,2025-01-11,1080,Transferencia,3504.35,Web,CLP
679,2025-04-14,1060,Transferencia,13200.27,Sucursal,USD
680,2025-07-17,1004,Transferencia,7763.02,App móvil,MXN
681,2025-07-18,1002,Compra,10702.36,Cajero,USD
682,2026-05-08,1066,Pago,5337.31,Web,COP
683,2025-03-03,1032,Retiro,11957.41,Cajero,ARS
684,2026-01-02,1075,Transferencia,7701.75,Sucursal,PEN
685,2025-11-13,1070,Retiro,2219.66,Sucursal,ARS
686,2025-05-29,1048,Depósito,7770.03,App móvil,COP
687,2026-03-09,1065,Compra,12881.95,Sucursal,COP
688,2025-12-16,1026,Retiro,11781.1,Cajero,USD
689,2025-12-06,1061,Transferencia,9000.44,Sucursal,PEN
690,2025-04-18,1039,Transferencia,4936.0,Web,MXN
691,2025-08-17,1064,Retiro,13800.1,Cajero,CLP
692,2025-12-06,1080,Retiro,3592.9,Web,COP
693,2025-01-07,1052,Retiro,12393.0,Sucursal,MXN
694,2025-04-28,1010,Pago,459.96,Cajero,ARS
695,2026-01-04,1057,Retiro,9473.71,App móvil,MXN
696,2025-08-13,1026,Retiro,4268.67,Sucursal,USD
697,2025-09-09,1023,Pago,12714.54,Cajero,COP
698,2025-04-14,1003,Retiro,12644.79,App móvil,USD
699,2025-04-24,1018,Transferencia,9826.49,Sucursal,COP
700,2026-01-17,1040,Transferencia,3609.85,Cajero,PEN
701,2025-03-08,1080,Transferencia,13177.03,App móvil,COP
702,2026-01-23,1017,Retiro,2883.3,Sucursal,ARS
703,2025-09-08,1077,Transferencia,14654.95,App móvil,PEN
704,2025-10-29,1076,Retiro,12817.99,Cajero,ARS
705,2025-10-14,1032,Depósito,9445.59,Cajero,PEN
706,2025-03-25,1075,Transferencia,3146.47,Web,USD
707,2026-02-02,1079,Depósito,2519.83,Sucursal,CLP
708,2026-01-18,1067,Transferencia,2693.19,Web,USD
709,2026-02-15,1064,Transferencia,4032.35,App móvil,COP
710,2025-08-29,1029,Retiro,6786.68,Web,COP
711,2026-08-09,1040,Transferencia,13331.75,Cajero,ARS
712,2025-03-28,1033,Compra,1280.54,Sucursal,CLP
713,2025-02-12,1067,Pago,3460.36,Web,PEN
714,2026-04-24,1080,Pago,6397.27,Web,CLP
715,2026-01-27,1048,Transferencia,4762.14,App móvil,COP
716,2025-03-19,1057,Retiro,3991.72,Sucursal,MXN
717,2025-03-22,1038,Compra,7696.74,Sucursal,COP
718,2025-02-09,1013,Depósito,1079.52,Cajero,ARS
719,2025-10-09,1026,Pago,3757.85,Cajero,USD
720,2026-07-11,1078,Retiro,14976.09,Sucursal,MXN
721,2026-02-18,1039,Pago,12336.41,Web,PEN
722,2025-06-02,1002,Transferencia,9814.82,Web,COP
723,2026-06-13,1030,Retiro,7121.83,Web,USD
724,2025-11-17,1060,Pago,11880.8,Cajero,CLP
725,2026-07-26,1054,Retiro,6585.83,App móvil,ARS
726,2025-11-09,1018,Compra,13107.52,App móvil,CLP
727,2026-03-12,1046,Pago,3390.1,Web,USD
728,2025-01-24,1069,Pago,4897.93,App móvil,COP
729,2026-08-11,1020,Pago,8527.18,Web,CLP
730,2026-01-31,1027,Transferencia,965.0,Cajero,CLP
731,2026-04-08,1014,Pago,8547.03,Sucursal,MXN
732,2025-07-01,1022,Depósito,10126.53,App móvil,USD
733,2025-07-23,1078,Transferencia,412.31,App móvil,CLP
734,2026-06-21,1037,Retiro,3503.26,App móvil,CLP
735,2025-06-25,1008,Pago,7782.79,Sucursal,CLP
736,2025-05-13,1051,Retiro,14844.03,Web,CLP
737,2025-07-31,1009,Transferencia,14326.9,Cajero,COP
738,2026-05-02,1040,Transferencia,12270.26,Cajero,PEN
739,2026-05-30,1074,Pago,8816.5,Web,ARS
740,2026-04-02,1026,Depósito,14866.37,App móvil,CLP
741,2026-08-06,1078,Retiro,7892.59,Web,CLP
742,2025-04-04,1060,Compra,595.88,Sucursal,USD
743,2025-11-01,1059,Pago,10507.74,Web,PEN
744,2026-03-19,1023,Transferencia,3744.53,Web,CLP
745,2025-02-14,1024,Compra,1442.06,Cajero,COP
746,2025-03-10,1036,Compra,4385.42,Cajero,CLP
747,2026-01-13,1053,Compra,1827.25,App móvil,MXN
748,2025-06-18,1065,Pago,6157.34,Sucursal,COP
749,2025-03-16,1065,Depósito,6937.89,Web,CLP
750,2026-02-11,1044,Transferencia,12838.04,App móvil,MXN
751,2025-05-20,1033,Depósito,10639.4,Sucursal,USD
752,2025-03-26,1060,Transferencia,6925.74,Cajero,USD
753,2025-10-13,1057,Retiro,7067.11,Cajero,COP
754,2025-10-29,1003,Compra,1516.72,App móvil,PEN
755,2025-01-12,1051,Retiro,1173.0,Sucursal,COP
756,2025-02-05,1057,Pago,2677.32,Cajero,CLP
757,2025-04-16,1007,Compra,9618.77,Web,USD
758,2025-01-05,1040,Transferencia,795.7,App móvil,CLP
759,2025-09-02,1026,Retiro,5625.92,Cajero,MXN
760,2025-01-15,1003,Transferencia,428.88,Sucursal,COP
761,2025-04-09,1009,Retiro,14381.59,Cajero,USD
762,2025-04-21,1022,Depósito,6241.04,Sucursal,ARS
763,2026-07-09,1072,Retiro,9373.85,Web,CLP
764,2026-01-01,1016,Retiro,3214.56,Sucursal,COP
765,2025-01-13,1002,Transferencia,9813.35,Web,COP
766,2025-10-13,1059,Retiro,999.58,Sucursal,MXN
767,2026-05-27,1009,Retiro,6172.34,App móvil,USD
768,2025-04-08,1069,Compra,2580.17,Sucursal,USD
769,2025-11-22,1050,Retiro,4987.38,Web,MXN
770,2026-08-23,1043,Depósito,9131.91,Web,CLP
771,2025-01-14,1066,Retiro,7556.27,Cajero,MXN
772,2026-03-15,1079,Depósito,4639.64,Cajero,PEN
773,2026-05-26,1011,Depósito,2071.96,Sucursal,COP
774,2025-02-08,1020,Transferencia,3073.74,Cajero,USD
775,2025-12-03,1077,Transferencia,11091.44,Cajero,ARS
776,2026-03-01,1041,Depósito,7817.88,Sucursal,MXN
777,2025-07-30,1030,Pago,5147.5,App móvil,USD
778,2026-01-26,1032,Retiro,9124.87,Sucursal,COP
779,2026-05-19,1057,Depósito,978.61,App móvil,COP
780,2025-05-09,1007,Retiro,14074.74,App móvil,COP
781,2025-07-29,1076,Compra,12470.0,Cajero,PEN
782,2025-11-15,1011,Transferencia,10877.59,Cajero,USD
783,2025-09-12,1026,Retiro,6366.01,Sucursal,ARS
784,2025-07-26,1074,Transferencia,14516.21,Sucursal,CLP
785,2025-06-21,1011,Pago,5979.68,Web,CLP
786,2026-03-20,1055,Compra,9144.82,Cajero,CLP
787,2025-03-27,1003,Transferencia,6416.69,Sucursal,PEN
788,2025-06-29,1069,Retiro,8297.25,Sucursal,CLP
789,2026-01-20,1060,Pago,6809.51,Web,MXN
790,2025-07-20,1043,Retiro,10725.8,Cajero,COP
791,2026-01-19,1001,Depósito,12926.21,Web,CLP
792,2026-01-18,1054,Transferencia,14557.68,Web,CLP
793,2025-02-09,1040,Compra,1077.8,App móvil,CLP
794,2026-03-23,1073,Retiro,2921.48,Sucursal,USD
795,2026-01-13,1045,Compra,10639.84,App móvil,USD
796,2025-09-06,1050,Transferencia,11037.61,Web,MXN
797,2025-06-01,1047,Depósito,10465.1,Sucursal,PEN
798,2026-08-16,1059,Retiro,3821.78,Cajero,MXN
799,2026-01-29,1015,Depósito,9669.52,Web,USD
800,2025-07-13,1076,Depósito,7782.87,Web,COP
801,2026-05-28,1055,Pago,10380.63,Web,PEN
802,2025-04-02,1040,Transferencia,11289.41,App móvil,USD
803,2025-10-03,1074,Pago,12215.28,Cajero,USD
804,2025-06-22,1051,Pago,106.24,Web,MXN
805,2026-03-04,1013,Depósito,11608.42,Web,USD
806,2026-01-19,1037,Transferencia,2567.81,Cajero,USD
807,2026-05-30,1018,Retiro,7302.2,App móvil,CLP
808,2025-03-02,1073,Retiro,2792.71,Cajero,COP
809,2025-04-22,1034,Transferencia,6616.55,Cajero,MXN
810,2025-10-11,1038,Depósito,5672.15,App móvil,ARS
811,2026-05-12,1004,Compra,3529.35,App móvil,MXN
812,2025-01-08,1008,Pago,11279.46,App móvil,MXN
813,2026-01-20,1028,Compra,11878.88,Sucursal,CLP
814,2025-12-11,1061,Pago,9069.53,Sucursal,USD
815,2026-01-05,1044,Pago,12254.54,Web,CLP
816,2025-12-05,1079,Depósito,14629.82,App móvil,MXN
817,2025-05-23,1059,Transferencia,10881.05,App móvil,PEN
818,2025-09-12,1016,Compra,4199.22,Sucursal,CLP
819,2025-07-12,1080,Transferencia,7728.56,App móvil,USD
820,2025-02-16,1042,Depósito,9510.32,Sucursal,USD
821,2026-02-14,1057,Retiro,9105.38,App móvil,ARS
822,2025-04-13,1055,Transferencia,14803.2,Web,ARS
823,2026-06-17,1078,Retiro,10682.01,App móvil,COP
824,2026-07-16,1064,Depósito,4527.21,Web,COP
825,2026-07-08,1058,Depósito,7237.71,Cajero,COP
826,2025-04-02,1028,Retiro,11301.26,App móvil,CLP
827,2025-12-01,1004,Retiro,13935.76,Web,ARS
828,2025-05-07,1029,Pago,9992.33,Cajero,PEN
829,2025-12-07,1063,Depósito,11935.15,Cajero,PEN
830,2026-01-22,1077,Depósito,9663.36,Web,USD
831,2025-08-17,1072,Transferencia,12128.63,Sucursal,MXN
832,2025-12-15,1038,Depósito,1679.62,Cajero,USD
833,2025-11-17,1015,Compra,5522.38,Web,PEN
834,2026-07-03,1001,Pago,937.66,Cajero,CLP
835,2025-05-10,1055,Pago,11571.5,Cajero,MXN
836,2026-04-17,1051,Depósito,8079.01,Sucursal,COP
837,2026-04-12,1038,Retiro,7502.49,Cajero,PEN
838,2025-02-05,1037,Retiro,11208.43,Sucursal,ARS
839,2026-08-11,1065,Depósito,4109.05,Web,USD
840,2026-01-21,1028,Transferencia,4379.51,App móvil,ARS
841,2025-08-19,1020,Retiro,12722.57,App móvil,COP
842,2025-06-13,1063,Transferencia,4493.54,App móvil,PEN
843,2026-04-30,1051,Pago,6342.34,Sucursal,CLP
844,2025-10-17,1051,Depósito,7922.39,Sucursal,USD
845,2025-05-15,1025,Compra,5912.65,Sucursal,PEN
846,2025-06-17,1007,Pago,6868.41,Cajero,CLP
847,2025-08-03,1062,Pago,13459.3,Cajero,USD
848,2026-08-13,1026,Depósito,5439.76,App móvil,USD
849,2026-03-14,1019,Transferencia,14256.47,Cajero,MXN
850,2025-07-03,1013,Pago,14612.64,App móvil,MXN
851,2025-06-02,1066,Pago,8904.95,Web,COP
852,2026-05-16,1005,Depósito,3620.42,Sucursal,USD
853,2026-01-20,1077,Retiro,9795.43,App móvil,CLP
854,2026-04-01,1049,Pago,9488.68,Sucursal,MXN
855,2026-05-16,1016,Depósito,1248.73,Cajero,MXN
856,2026-05-07,1076,Compra,14810.37,Sucursal,USD
857,2026-05-11,1013,Compra,2724.64,Web,ARS
858,2025-03-07,1074,Retiro,1500.62,Cajero,CLP
859,2026-07-04,1003,Transferencia,8345.34,Web,MXN
860,2025-05-08,1067,Compra,8089.34,Cajero,USD
861,2025-07-04,1016,Retiro,12931.43,App móvil,PEN
862,2025-05-12,1058,Pago,1854.45,Cajero,USD
863,2025-02-05,1021,Depósito,8441.82,App móvil,MXN
864,2026-07-12,1065,Pago,5459.76,Cajero,CLP
865,2026-06-16,1001,Retiro,4515.99,Sucursal,USD
866,2026-05-18,1069,Transferencia,2106.43,Sucursal,PEN
867,2025-08-03,1046,Compra,8077.76,App móvil,USD
868,2025-05-26,1006,Retiro,560.64,Sucursal,COP
869,2026-01-03,1018,Compra,8285.54,Sucursal,COP
870,2025-09-19,1080,Transferencia,1124.65,Sucursal,CLP
871,2025-09-18,1021,Transferencia,6846.46,Web,USD
872,2025-10-03,1019,Compra,3064.41,Cajero,USD
873,2026-06-08,1048,Compra,9863.2,Cajero,CLP
874,2026-03-21,1020,Pago,14886.81,Web,MXN
875,2025-05-08,1078,Retiro,1172.09,App móvil,USD
876,2025-04-02,1071,Transferencia,998.73,Sucursal,ARS
877,2025-08-20,1035,Retiro,13034.14,Sucursal,MXN
878,2025-08-16,1013,Transferencia,14692.48,Web,MXN
879,2025-11-10,1016,Retiro,7901.87,Web,MXN
880,2025-10-16,1068,Pago,10509.83,Sucursal,PEN
881,2026-02-03,1013,Depósito,2569.5,Cajero,ARS
882,2026-02-17,1069,Compra,8923.31,Web,PEN
883,2026-06-10,1017,Pago,152.37,Cajero,USD
884,2025-10-01,1017,Retiro,5688.22,App móvil,USD
885,2026-03-05,1048,Retiro,10176.45,Web,COP
886,2026-05-30,1057,Pago,11979.05,Sucursal,ARS
887,2025-08-23,1055,Compra,14125.74,Sucursal,USD
888,2025-11-17,1012,Pago,6103.66,App móvil,USD
889,2025-04-06,1011,Depósito,10952.0,Cajero,PEN
890,2026-07-22,1008,Depósito,11153.71,Web,MXN
891,2025-05-20,1055,Compra,13987.3,Web,CLP
892,2026-02-20,1066,Compra,10471.25,App móvil,PEN
893,2026-07-02,1025,Depósito,10715.26,Sucursal,COP
894,2026-04-05,1068,Compra,644.92,Cajero,USD
895,2026-01-11,1068,Retiro,2630.46,Cajero,PEN
896,2026-01-24,1046,Depósito,6346.61,Cajero,ARS
897,2025-09-13,1015,Pago,13711.54,App móvil,ARS
898,2025-08-07,1039,Transferencia,4410.24,App móvil,USD
899,2025-11-09,1073,Transferencia,3269.77,App móvil,CLP
900,2025-01-07,1080,Transferencia,871.88,Web,ARS
