envio_id,fecha_despacho,transportista_id,ciudad_origen,ciudad_destino,peso_kg,costo_envio,estado,dias_transito
357,2026-04-17,315,Guadalajara,Monterrey,329.9,2013.14,Retrasado,2
358,2025-05-07,326,Córdoba,Quito,839.4,4570.28,Devuelto,17
359,2026-08-03,302,San José,Córdoba,480.9,5991.98,En tránsito,13
360,2025-10-01,311,San José,Medellín,137.2,4591.68,En tránsito,3
361,2026-02-08,320,Guadalajara,Lima,209.6,340.56,Entregado,5
362,2025-07-18,307,Guadalajara,Quito,397.0,4969.46,En tránsito,14
363,2025-08-04,318,Quito,Lima,1.0,472.07,Entregado,9
364,2025-08-13,324,Medellín,Bogotá,445.2,5888.69,Devuelto,4
365,2025-12-17,303,San José,Medellín,586.2,5878.39,Devuelto,9
366,2025-12-05,319,Córdoba,Montevideo,600.1,2013.08,En tránsito,17
367,2025-09-09,322,Lima,Quito,215.3,211.57,Devuelto,9
368,2026-05-26,311,Córdoba,Lima,924.1,5948.57,Entregado,10
369,2025-06-01,326,Lima,Bogotá,527.5,5079.37,En tránsito,8
370,2026-07-10,315,Buenos Aires,Bogotá,480.8,2522.86,Devuelto,14
371,2025-03-25,319,Monterrey,Lima,230.7,3768.5,Entregado,11
372,2026-02-20,330,Ciudad de México,Guadalajara,774.4,991.95,Devuelto,1
373,2025-11-12,311,Monterrey,Bogotá,224.3,5284.31,Devuelto,13
374,2026-03-17,319,Santiago,Guadalajara,807.1,1775.89,En tránsito,11
375,2026-01-21,306,Quito,Monterrey,810.6,675.91,Entregado,1
376,2026-05-20,305,Córdoba,Guadalajara,851.8,5611.5,En tránsito,2
377,2025-02-03,301,Medellín,Buenos Aires,127.2,5903.51,Retrasado,12
378,2025-02-11,322,Quito,Bogotá,157.4,1913.82,Entregado,2
379,2025-01-01,319,Bogotá,Ciudad de México,780.4,1218.11,En tránsito,13
380,2025-10-01,327,Medellín,Bogotá,563.9,3723.38,Entregado,10
381,2025-09-24,305,Bogotá,Medellín,149.9,4674.36,Entregado,16
382,2025-02-02,320,Santiago,Lima,374.0,2084.85,En tránsito,16
383,2026-06-06,326,Medellín,Monterrey,291.4,3948.66,Devuelto,14
384,2025-12-01,326,Santiago,Lima,200.4,2810.82,En tránsito,2
385,2025-05-01,303,Ciudad de México,Quito,140.7,5989.5,En tránsito,5
386,2025-12-07,324,Bogotá,Lima,653.5,3509.28,Devuelto,14
387,2026-07-20,314,Bogotá,San José,693.0,1871.07,En tránsito,16
388,2025-06-10,321,Ciudad de México,Monterrey,371.6,2122.91,Entregado,2
389,2025-07-11,327,Lima,Guadalajara,772.0,2823.94,Devuelto,11
390,2026-03-09,315,Buenos Aires,Monterrey,625.7,5751.75,En tránsito,1
391,2026-03-02,328,Buenos Aires,Lima,89.0,5263.08,Retrasado,5
392,2026-06-10,302,Buenos Aires,Santiago,573.9,5745.81,En tránsito,6
393,2026-01-05,314,Ciudad de México,Montevideo,675.9,4817.24,Retrasado,11
394,2026-05-29,301,Bogotá,Medellín,192.0,955.01,Retrasado,17
395,2025-07-21,313,Córdoba,Quito,413.5,5702.92,Entregado,15
396,2025-10-25,324,Quito,Córdoba,512.1,4554.18,Entregado,10
397,2025-03-06,311,Ciudad de México,Guadalajara,451.1,5279.15,Devuelto,8
398,2025-08-17,330,Monterrey,Quito,427.1,1857.67,Entregado,8
399,2026-02-09,322,Quito,Lima,252.5,3222.0,Entregado,8
400,2026-02-11,327,Medellín,Santiago,2.6,362.76,Entregado,9
401,2025-01-17,318,Córdoba,Guadalajara,476.9,5719.38,Retrasado,2
402,2026-07-01,316,Quito,Santiago,628.4,1782.34,Entregado,8
403,2025-12-03,330,Guadalajara,Córdoba,168.8,3964.13,Entregado,14
404,2025-09-09,303,Monterrey,San José,899.3,202.49,En tránsito,9
405,2025-09-21,306,San José,Lima,395.1,5443.25,En tránsito,6
406,2025-11-13,312,Bogotá,Lima,948.0,4174.02,Entregado,3
407,2025-09-03,305,Bogotá,Ciudad de México,63.2,4640.41,Retrasado,6
408,2025-05-05,304,Medellín,Monterrey,475.7,5024.33,Devuelto,17
409,2025-10-12,304,Medellín,San José,746.3,2189.05,Entregado,12
410,2026-07-13,306,Guadalajara,Santiago,897.7,4373.87,Entregado,3
411,2025-06-14,306,Buenos Aires,Monterrey,496.2,4162.02,En tránsito,16
412,2025-01-31,330,San José,Monterrey,323.5,2384.53,Devuelto,4
413,2025-08-06,326,Córdoba,Guadalajara,159.6,3756.76,Devuelto,3
414,2026-05-22,324,Santiago,San José,529.8,2790.49,Retrasado,12
415,2026-04-09,307,Ciudad de México,Montevideo,179.1,3459.96,Entregado,12
416,2025-01-08,321,Monterrey,Guadalajara,921.1,5183.08,Entregado,5
417,2026-06-18,327,Bogotá,Quito,533.6,769.64,En tránsito,16
418,2025-12-15,316,Córdoba,Montevideo,114.2,4880.11,Retrasado,8
419,2025-10-28,310,Córdoba,Guadalajara,37.5,710.92,Retrasado,5
420,2025-06-06,323,Lima,Guadalajara,267.0,5110.44,Entregado,17
421,2025-11-12,312,Bogotá,Medellín,701.8,2488.68,Entregado,10
422,2025-05-21,311,Buenos Aires,Bogotá,884.9,3649.21,Entregado,12
423,2025-12-08,304,Bogotá,Lima,302.7,812.46,En tránsito,3
424,2025-11-15,308,Ciudad de México,Lima,799.5,3337.23,Entregado,18
425,2025-11-01,330,Quito,Córdoba,861.1,3974.77,Entregado,13
426,2026-03-07,325,Ciudad de México,Lima,88.8,2052.94,Entregado,5
427,2025-01-05,303,Bogotá,Quito,101.9,2903.7,Devuelto,12
428,2025-09-28,313,Córdoba,Bogotá,151.3,5642.77,En tránsito,3
429,2026-08-06,311,Buenos Aires,Montevideo,665.8,694.93,Entregado,16
430,2025-06-23,307,Montevideo,Buenos Aires,701.1,4947.28,En tránsito,14
431,2025-10-07,301,San José,Córdoba,548.1,4400.72,En tránsito,16
432,2026-03-17,318,Santiago,Ciudad de México,200.9,4027.94,En tránsito,17
433,2026-02-19,310,Monterrey,Buenos Aires,925.0,2516.33,Retrasado,9
434,2026-03-07,308,Quito,Bogotá,242.6,3663.12,Entregado,4
435,2025-09-17,313,Quito,Santiago,656.9,3493.57,Entregado,8
436,2025-08-25,305,Montevideo,Ciudad de México,948.2,4489.69,Entregado,13
437,2025-04-26,305,Santiago,Lima,546.1,3938.97,Entregado,1
438,2025-07-31,314,Bogotá,Monterrey,425.0,950.17,Entregado,12
439,2026-06-16,311,Guadalajara,Montevideo,646.5,2705.0,En tránsito,5
440,2025-07-12,307,Guadalajara,Monterrey,826.5,5160.03,En tránsito,16
441,2025-02-20,316,Lima,Guadalajara,239.9,2645.1,En tránsito,2
442,2026-06-21,326,Ciudad de México,Medellín,275.0,2527.35,Retrasado,5
443,2026-03-13,310,Lima,Buenos Aires,730.7,2881.55,Entregado,15
444,2025-08-18,312,Lima,San José,427.2,4155.51,Retrasado,16
445,2026-05-07,313,Lima,Buenos Aires,209.9,5436.45,Entregado,8
446,2025-08-13,321,Medellín,Guadalajara,937.2,3346.34,En tránsito,4
447,2026-06-19,309,Montevideo,Monterrey,242.4,665.1,Retrasado,13
448,2025-04-20,301,Bogotá,Quito,229.5,1754.25,En tránsito,18
449,2026-06-27,328,Quito,Montevideo,875.8,3794.91,Entregado,5
450,2026-03-06,301,Monterrey,Córdoba,539.8,88.65,En tránsito,6
451,2026-03-12,304,Montevideo,Lima,239.0,4843.19,En tránsito,13
452,2026-08-01,322,Quito,Montevideo,339.4,2329.14,En tránsito,8
453,2026-01-01,311,Ciudad de México,Monterrey,448.1,1507.71,Retrasado,16
454,2025-01-17,308,Guadalajara,Córdoba,655.4,690.9,En tránsito,8
455,2026-04-24,314,Ciudad de México,Santiago,392.0,5976.06,Entregado,4
456,2025-05-19,322,Córdoba,Medellín,210.1,1350.04,Retrasado,4
457,2026-02-23,302,Lima,Ciudad de México,114.7,1740.03,Devuelto,7
458,2025-05-02,303,Monterrey,Santiago,89.3,1561.87,En tránsito,2
459,2026-07-09,316,Montevideo,Lima,159.1,4563.37,Entregado,16
460,2025-12-05,327,Santiago,Guadalajara,95.5,3061.91,En tránsito,9
461,2026-01-01,301,Guadalajara,Monterrey,715.8,3373.22,En tránsito,1
462,2026-08-09,324,Bogotá,San José,20.8,1709.53,En tránsito,6
463,2025-07-03,308,Montevideo,Ciudad de México,186.5,1317.7,En tránsito,10
464,2026-04-06,315,Ciudad de México,San José,214.7,876.33,Entregado,7
465,2026-03-19,312,San José,Lima,146.7,454.55,En tránsito,16
466,2026-01-19,313,Ciudad de México,Buenos Aires,33.9,1116.57,Devuelto,4
467,2025-03-16,303,Buenos Aires,Santiago,146.5,721.96,En tránsito,6
468,2026-07-23,309,Montevideo,Córdoba,839.7,3222.73,Retrasado,15
469,2026-08-04,306,Quito,Córdoba,205.2,2738.43,En tránsito,15
470,2025-08-08,309,Monterrey,Lima,879.9,4805.95,Entregado,7
471,2026-07-03,313,Lima,Guadalajara,441.9,618.87,Entregado,5
472,2026-07-01,329,Ciudad de México,Santiago,902.1,749.94,Devuelto,13
473,2025-05-19,330,San José,Quito,50.7,1144.37,En tránsito,5
474,2026-07-11,308,Ciudad de México,Córdoba,840.3,1509.65,Entregado,11
475,2025-09-23,317,Córdoba,Bogotá,248.5,3329.53,En tránsito,2
476,2025-05-24,314,Medellín,Santiago,762.8,1385.41,Entregado,17
477,2025-03-15,305,Quito,Medellín,401.3,3832.42,Entregado,11
478,2025-10-10,315,Buenos Aires,San José,943.1,2079.07,Entregado,1
479,2025-01-25,325,Ciudad de México,San José,819.8,4360.69,Entregado,11
480,2026-08-23,306,Montevideo,San José,77.5,4152.7,Devuelto,4
481,2026-01-16,315,Córdoba,San José,54.9,3814.61,Entregado,5
482,2025-04-28,312,Monterrey,Guadalajara,755.1,3063.8,Retrasado,10
483,2026-07-13,309,Buenos Aires,Bogotá,772.2,3634.06,Devuelto,10
484,2025-06-04,316,Córdoba,Bogotá,167.4,4598.31,Entregado,11
485,2026-06-04,313,Medellín,Ciudad de México,413.2,235.41,Entregado,1
486,2026-01-22,322,Lima,Santiago,328.4,2101.62,Retrasado,17
487,2026-02-19,309,Córdoba,Buenos Aires,359.1,807.82,Devuelto,5
488,2025-08-22,326,Lima,Córdoba,941.1,2267.83,Entregado,12
489,2026-01-20,310,Buenos Aires,Quito,693.3,3351.06,Entregado,16
490,2025-09-04,302,Guadalajara,Santiago,390.0,5147.67,Devuelto,12
491,2026-06-23,326,Ciudad de México,Quito,175.9,461.93,Retrasado,2
492,2025-09-16,330,Bogotá,Guadalajara,793.2,815.65,Entregado,9
493,2025-07-01,321,Montevideo,Lima,520.3,2883.96,En tránsito,17
494,2026-06-26,307,Guadalajara,Santiago,615.5,2446.28,En tránsito,5
495,2026-02-14,322,Bogotá,Buenos Aires,588.3,1827.29,En tránsito,17
496,2025-11-11,319,San José,Montevideo,387.6,1018.87,En tránsito,14
497,2026-01-13,325,Montevideo,Buenos Aires,686.3,5082.63,Devuelto,7
498,2025-03-26,304,Lima,Montevideo,439.1,321.41,Devuelto,10
499,2025-12-30,321,Guadalajara,Buenos Aires,898.9,2292.1,Retrasado,2
500,2026-01-13,306,Guadalajara,Santiago,323.3,4124.45,Retrasado,7
501,2025-03-28,328,Montevideo,Ciudad de México,446.6,1901.76,Retrasado,10
502,2026-06-02,317,Quito,Córdoba,870.5,213.15,En tránsito,4
503,2026-05-28,312,Santiago,Córdoba,493.1,4996.06,Retrasado,11
504,2025-03-05,324,Buenos Aires,Medellín,640.2,2092.38,Retrasado,2
505,2025-07-29,328,Lima,Santiago,870.7,1316.91,Retrasado,7
506,2025-11-19,327,Córdoba,Lima,839.4,803.31,En tránsito,5
507,2025-04-07,326,Bogotá,Montevideo,675.9,2772.08,Devuelto,4
508,2025-07-23,318,Ciudad de México,Quito,229.4,621.2,En tránsito,16
509,2025-11-27,307,Buenos Aires,Guadalajara,949.5,312.13,Devuelto,2
510,2026-06-02,324,Bogotá,Montevideo,472.1,5773.27,Devuelto,4
511,2026-07-20,315,Córdoba,Guadalajara,684.4,3184.89,Entregado,1
512,2025-01-28,330,Buenos Aires,Santiago,947.4,254.04,Entregado,11
513,2026-07-17,325,Guadalajara,Bogotá,121.9,3615.4,Entregado,8
514,2026-04-29,323,Guadalajara,Monterrey,605.2,3024.32,Retrasado,4
515,2025-08-07,324,Guadalajara,Ciudad de México,372.5,3689.68,Retrasado,5
516,2025-11-15,329,Ciudad de México,Bogotá,573.7,4866.4,Retrasado,4
517,2025-08-25,318,Lima,Santiago,377.5,2905.89,Entregado,5
518,2025-06-24,325,Guadalajara,Santiago,774.3,1013.45,En tránsito,17
519,2026-04-08,305,Bogotá,Santiago,261.6,2079.15,Entregado,3
520,2025-05-14,309,Ciudad de México,Lima,493.9,2490.91,Entregado,12
521,2025-09-01,321,Ciudad de México,Monterrey,468.0,2421.34,Devuelto,2
522,2025-04-30,317,Montevideo,Bogotá,709.2,2604.97,Entregado,2
523,2025-07-28,307,Ciudad de México,Córdoba,343.6,2435.16,Entregado,1
524,2026-04-12,313,Buenos Aires,San José,69.5,5646.63,En tránsito,4
525,2025-12-15,306,Santiago,Lima,338.3,4918.99,En tránsito,14
526,2026-05-12,319,Bogotá,Medellín,403.5,3403.32,En tránsito,7
527,2025-02-11,317,Lima,Montevideo,110.5,1879.72,Entregado,17
528,2025-11-02,315,Santiago,Monterrey,225.9,5187.98,En tránsito,14
529,2026-01-19,302,Santiago,Montevideo,584.0,814.89,Entregado,12
530,2025-02-18,315,Montevideo,Ciudad de México,482.3,5959.69,Entregado,10
531,2025-01-17,310,Quito,Buenos Aires,679.1,2762.4,Retrasado,6
532,2026-03-07,313,Quito,Montevideo,728.4,3470.47,Devuelto,10
533,2026-04-13,327,Córdoba,San José,85.6,3171.5,En tránsito,18
534,2026-01-29,326,Monterrey,Quito,605.1,3447.07,En tránsito,11
535,2025-01-22,319,Bogotá,Lima,733.8,5333.04,En tránsito,6
536,2025-07-09,329,Santiago,Bogotá,797.3,4857.9,En tránsito,10
537,2026-02-18,325,Buenos Aires,Guadalajara,535.9,5766.92,Entregado,14
538,2026-07-26,320,Montevideo,Ciudad de México,449.6,2436.12,Entregado,15
539,2026-03-29,325,Guadalajara,Ciudad de México,165.6,1358.17,En tránsito,17
540,2026-01-06,320,Santiago,Monterrey,617.9,5399.25,En tránsito,18
541,2025-01-04,325,Ciudad de México,Lima,852.4,5763.32,Entregado,5
542,2026-03-21,329,Montevideo,Quito,324.6,3331.57,En tránsito,13
543,2025-05-31,319,Monterrey,Córdoba,412.7,1654.95,Devuelto,13
544,2025-03-16,312,Guadalajara,San José,877.3,1362.46,Devuelto,14
545,2025-05-30,304,San José,Montevideo,728.3,4858.82,Retrasado,11
546,2025-07-16,330,Bogotá,Lima,738.5,2440.13,En tránsito,8
547,2025-10-06,319,Lima,Córdoba,594.9,320.13,Entregado,6
548,2025-01-07,316,Santiago,Ciudad de México,634.5,3122.28,Devuelto,13
549,2026-02-01,303,Ciudad de México,Bogotá,479.0,524.34,En tránsito,11
550,2025-03-09,327,Ciudad de México,Montevideo,356.7,411.44,Retrasado,3
551,2025-03-16,310,San José,Quito,815.0,1982.65,Devuelto,14
552,2026-06-19,325,Buenos Aires,San José,186.5,3528.18,Devuelto,14
553,2026-01-13,321,Buenos Aires,Ciudad de México,209.9,1736.42,Entregado,16
554,2025-10-16,315,Medellín,Quito,371.5,424.44,Devuelto,5
555,2025-05-14,324,Guadalajara,Montevideo,566.7,2119.74,Entregado,16
556,2026-01-29,324,San José,Medellín,877.0,5893.34,Entregado,9
557,2026-07-01,301,Guadalajara,Córdoba,250.0,5824.16,En tránsito,7
558,2025-05-16,315,Santiago,Bogotá,906.5,1940.06,En tránsito,7
559,2026-04-24,312,Guadalajara,Bogotá,517.7,548.57,Entregado,7
560,2025-04-15,328,Buenos Aires,San José,75.1,1047.23,Devuelto,4
561,2026-06-10,308,Guadalajara,Santiago,930.6,1961.12,Devuelto,16
562,2026-01-21,318,Quito,Monterrey,115.6,1372.06,Entregado,18
563,2025-02-20,310,Lima,Montevideo,689.8,1078.67,Retrasado,2
564,2026-06-07,305,Guadalajara,Lima,41.3,4919.37,Devuelto,9
565,2026-04-08,310,Ciudad de México,Santiago,195.0,1560.75,Entregado,13
566,2025-05-26,316,Córdoba,Bogotá,859.8,4466.23,Devuelto,17
567,2025-01-15,306,Buenos Aires,Bogotá,792.3,3863.25,Devuelto,18
568,2025-07-18,327,Buenos Aires,Bogotá,248.4,5589.07,Devuelto,6
569,2026-05-19,319,Córdoba,Monterrey,745.3,4145.73,Devuelto,8
570,2026-07-07,325,Guadalajara,Santiago,231.3,760.71,En tránsito,18
571,2025-01-30,322,Monterrey,Guadalajara,321.9,3468.76,Devuelto,1
572,2026-07-12,316,Montevideo,Quito,683.4,2617.84,Entregado,15
573,2026-02-17,316,Montevideo,Ciudad de México,817.9,3019.07,Devuelto,17
574,2026-01-09,325,Buenos Aires,Ciudad de México,726.4,2306.61,En tránsito,3
575,2025-08-18,322,Buenos Aires,Montevideo,597.9,2021.11,En tránsito,3
576,2026-01-10,313,San José,Montevideo,14.6,2063.5,Devuelto,4
577,2026-08-07,322,Lima,Guadalajara,143.2,511.34,En tránsito,3
578,2026-08-05,319,Buenos Aires,Monterrey,378.3,2783.82,Entregado,18
579,2025-10-02,319,Córdoba,San José,223.8,3770.75,Retrasado,18
580,2025-05-10,328,Ciudad de México,Buenos Aires,847.6,303.71,Retrasado,2
581,2026-07-10,320,Montevideo,Santiago,411.8,4337.6,Retrasado,17
582,2025-11-02,310,San José,Buenos Aires,838.4,2079.31,Entregado,3
583,2026-07-13,310,Monterrey,Medellín,482.4,5777.59,Entregado,15
584,2025-08-29,303,Monterrey,Buenos Aires,850.5,2457.79,Devuelto,16
585,2025-07-11,307,Córdoba,San José,25.4,3724.25,Retrasado,13
586,2025-03-07,325,Bogotá,Quito,683.6,4009.06,Devuelto,16
587,2026-01-29,320,Córdoba,Medellín,515.1,5153.58,Devuelto,17
588,2025-05-13,316,Montevideo,Buenos Aires,304.5,3494.68,Devuelto,2
589,2025-11-22,326,San José,Córdoba,647.6,83.88,En tránsito,8
590,2025-01-31,312,Ciudad de México,Lima,630.6,5217.3,Devuelto,13
591,2026-04-13,324,Quito,Monterrey,540.9,261.35,Entregado,6
592,2025-12-17,309,Córdoba,Buenos Aires,809.9,1668.47,En tránsito,17
593,2026-02-08,313,Medellín,Quito,186.7,2169.88,Retrasado,6
594,2025-05-17,321,Santiago,San José,649.5,4457.01,Retrasado,13
595,2026-07-14,327,Santiago,Montevideo,912.5,5548.73,Entregado,11
596,2025-03-23,313,Buenos Aires,Lima,650.4,5502.7,En tránsito,18
597,2025-07-02,325,Monterrey,Medellín,868.3,2112.64,En tránsito,6
598,2025-08-16,313,Quito,Santiago,326.5,3678.99,Retrasado,4
599,2026-07-28,308,Córdoba,Bogotá,675.2,2265.85,Entregado,16
600,2026-07-27,317,Lima,Guadalajara,308.5,3690.51,Devuelto,10
601,2025-01-08,327,Lima,Santiago,184.9,3798.52,Entregado,17
602,2025-04-26,327,Quito,Bogotá,868.2,3626.09,En tránsito,2
603,2026-08-19,307,Córdoba,Monterrey,224.6,4777.23,Entregado,12
604,2025-04-01,307,Guadalajara,Lima,309.3,2765.77,Retrasado,11
605,2025-06-27,307,Bogotá,Santiago,348.1,5325.71,Devuelto,16
606,2025-09-01,324,Córdoba,Bogotá,759.0,2728.18,Retrasado,2
607,2025-06-03,301,Quito,Lima,662.4,3888.41,Entregado,10
608,2025-12-29,325,Bogotá,Ciudad de México,168.9,2346.96,Entregado,17
609,2025-05-15,316,Córdoba,Ciudad de México,720.0,119.82,Retrasado,5
610,2026-07-26,308,Córdoba,Montevideo,813.7,2142.03,En tránsito,5
611,2026-03-15,330,Monterrey,Córdoba,395.6,5736.83,Devuelto,15
612,2025-11-02,318,Medellín,Lima,819.5,898.26,Retrasado,17
613,2025-10-14,311,Montevideo,San José,514.5,2090.05,Devuelto,12
614,2025-10-22,326,Monterrey,Quito,169.3,843.07,Entregado,3
615,2025-12-07,326,Montevideo,Guadalajara,24.6,5600.84,Entregado,2
616,2026-01-17,302,Buenos Aires,Lima,607.4,3551.08,En tránsito,3
617,2025-04-29,308,Buenos Aires,San José,759.4,5221.43,Entregado,7
618,2026-05-08,301,Monterrey,Montevideo,32.6,1288.22,Devuelto,18
619,2025-04-13,324,Buenos Aires,San José,270.1,1763.43,Devuelto,13
620,2025-05-28,319,Quito,Medellín,474.9,5114.02,En tránsito,14
621,2025-10-27,315,San José,Medellín,611.2,966.25,Entregado,5
622,2026-01-13,312,Córdoba,Buenos Aires,273.9,5702.24,Entregado,17
623,2025-04-19,307,Buenos Aires,Córdoba,700.3,1207.31,Entregado,5
624,2025-01-08,307,Quito,Buenos Aires,595.8,3774.48,Entregado,13
625,2026-06-17,324,Ciudad de México,Bogotá,232.9,1633.35,En tránsito,7
626,2025-12-20,323,Córdoba,Medellín,23.5,1057.15,Devuelto,13
627,2026-04-12,317,Montevideo,Bogotá,168.5,1149.54,Retrasado,16
628,2026-01-07,315,Monterrey,Lima,534.2,1652.53,En tránsito,13
629,2025-11-30,305,Quito,Ciudad de México,135.8,614.19,Devuelto,13
630,2025-09-04,329,San José,Córdoba,693.2,2403.57,En tránsito,15
631,2025-06-29,304,San José,Medellín,60.6,4149.9,En tránsito,15
632,2026-08-02,326,Montevideo,Santiago,622.8,5802.39,Entregado,11
633,2026-08-14,306,Buenos Aires,Montevideo,907.5,5465.08,En tránsito,14
634,2026-03-14,329,Buenos Aires,Bogotá,759.5,3970.9,Entregado,10
635,2025-05-28,308,Córdoba,Montevideo,225.0,1066.06,Retrasado,8
636,2025-07-28,326,Quito,Córdoba,304.5,5643.0,Retrasado,14
637,2026-04-20,304,Medellín,San José,700.4,5304.44,En tránsito,6
638,2025-09-11,326,Guadalajara,Lima,894.8,3460.58,Retrasado,9
639,2025-04-30,319,Medellín,Quito,171.8,2725.21,Devuelto,1
640,2026-03-27,306,Quito,Buenos Aires,66.9,408.19,En tránsito,15
641,2025-04-26,325,Córdoba,Medellín,203.9,4270.88,Retrasado,5
642,2025-09-06,319,Córdoba,Montevideo,124.6,246.22,Entregado,5
643,2025-02-25,326,Monterrey,Guadalajara,520.8,1105.74,Entregado,9
644,2026-04-22,325,Córdoba,Medellín,492.9,3075.02,Devuelto,12
645,2026-06-11,322,Santiago,Monterrey,339.8,1481.83,Devuelto,2
646,2025-01-18,326,Ciudad de México,Santiago,264.6,1868.45,Devuelto,3
647,2025-11-25,327,Quito,Montevideo,104.5,473.14,En tránsito,7
648,2025-04-06,328,Montevideo,Quito,22.2,963.36,En tránsito,12
649,2025-11-07,322,Ciudad de México,Bogotá,189.3,1720.93,En tránsito,2
650,2026-08-14,320,Santiago,Ciudad de México,395.1,2862.97,En tránsito,16
651,2025-05-29,303,Quito,Bogotá,378.2,3829.08,En tránsito,4
652,2026-04-17,307,Buenos Aires,Bogotá,389.9,4535.75,En tránsito,2
653,2025-04-02,304,Quito,San José,110.6,2344.89,Entregado,5
654,2025-05-04,330,Buenos Aires,Ciudad de México,586.8,268.95,En tránsito,11
655,2026-03-25,322,Montevideo,Córdoba,885.8,1251.87,En tránsito,2
656,2026-03-18,310,Quito,Santiago,361.6,1313.74,Entregado,6
657,2025-11-05,315,San José,Montevideo,737.9,693.49,Retrasado,6
658,2025-01-24,304,Bogotá,Lima,750.5,4123.61,En tránsito,11
659,2025-12-01,328,Ciudad de México,Quito,932.9,968.76,Retrasado,13
660,2025-07-18,305,Ciudad de México,Quito,665.7,2251.02,Retrasado,13
661,2025-01-02,327,Bogotá,San José,765.2,1350.54,Retrasado,5
662,2026-05-24,325,Montevideo,Quito,782.4,4676.07,En tránsito,15
663,2025-07-15,304,Buenos Aires,Lima,403.0,2205.38,Retrasado,18
664,2025-05-14,312,Guadalajara,Lima,201.8,240.09,Entregado,5
665,2025-02-25,301,Buenos Aires,Medellín,401.6,2221.99,En tránsito,16
666,2025-10-12,308,Córdoba,Medellín,57.8,3626.48,Entregado,15
667,2026-03-18,324,Montevideo,Bogotá,405.2,3577.61,Devuelto,8
668,2026-06-28,305,Buenos Aires,Lima,617.8,5414.63,Retrasado,11
669,2025-01-08,309,Buenos Aires,San José,211.1,4285.16,Retrasado,2
670,2025-01-18,308,Ciudad de México,Bogotá,585.5,5455.24,Devuelto,16
671,2026-01-13,319,San José,Medellín,402.3,4738.09,Entregado,12
672,2025-12-23,315,Quito,San José,353.7,2597.01,En tránsito,8
673,2025-05-21,309,Medellín,Bogotá,795.0,1566.51,Devuelto,1
674,2025-03-02,304,Ciudad de México,Córdoba,730.8,4799.77,Entregado,2
675,2026-07-22,307,Ciudad de México,Guadalajara,218.7,2740.01,Retrasado,3
676,2026-06-13,316,Buenos Aires,Guadalajara,41.0,157.72,Entregado,12
677,2025-02-01,315,Bogotá,Buenos Aires,825.1,720.44,Retrasado,2
678,2026-06-05,315,Bogotá,Santiago,40.8,2761.54,En tránsito,2
679,2025-12-07,315,Montevideo,Santiago,76.2,362.97,Retrasado,12
680,2025-11-04,317,Lima,Medellín,189.9,2451.65,Entregado,7
681,2026-03-22,301,Ciudad de México,Quito,173.0,3227.61,Retrasado,15
682,2025-09-17,314,Montevideo,Guadalajara,471.6,1291.01,Entregado,11
683,2026-02-17,307,San José,Santiago,149.2,4874.41,Devuelto,9
684,2026-03-24,327,Guadalajara,Montevideo,782.1,547.29,Entregado,17
685,2025-01-20,308,Buenos Aires,Medellín,31.0,5880.55,Devuelto,14
686,2025-12-05,314,Bogotá,Lima,595.7,227.61,Entregado,4
687,2026-05-13,302,Medellín,Quito,633.4,815.99,Retrasado,2
688,2025-09-26,301,Montevideo,San José,556.5,3299.76,Entregado,9
689,2025-09-13,319,Ciudad de México,Monterrey,634.5,4269.76,Retrasado,6
690,2026-05-29,302,Lima,Quito,36.5,3570.7,Devuelto,13
691,2026-05-20,326,Quito,Córdoba,607.1,3916.32,En tránsito,15
692,2025-05-04,319,Medellín,San José,773.1,2342.75,Retrasado,4
693,2025-06-02,314,Guadalajara,Bogotá,205.9,1777.0,Entregado,16
694,2025-09-12,316,Quito,Lima,222.0,1111.24,Retrasado,14
695,2025-10-24,306,Santiago,Córdoba,553.9,5478.86,Devuelto,1
696,2025-06-19,303,Montevideo,Lima,839.3,5100.88,En tránsito,1
697,2026-06-12,307,Medellín,Ciudad de México,438.0,5432.13,En tránsito,4
698,2025-06-12,303,Guadalajara,Ciudad de México,627.9,3982.84,Retrasado,4
699,2025-08-29,328,Córdoba,Bogotá,351.2,4234.76,Devuelto,5
700,2026-04-01,329,Bogotá,Montevideo,914.4,4407.26,Retrasado,17
701,2026-02-13,301,Bogotá,Córdoba,849.5,1880.36,En tránsito,6
702,2025-12-31,325,Bogotá,Medellín,496.1,4445.68,En tránsito,15
703,2025-01-12,317,Monterrey,Medellín,512.4,445.35,Entregado,9
704,2026-05-01,318,Ciudad de México,Guadalajara,304.5,4026.18,En tránsito,7
705,2025-11-03,313,Quito,Bogotá,566.1,621.7,Entregado,6
706,2025-10-04,317,Medellín,San José,752.0,3631.42,Devuelto,18
707,2026-04-20,329,Córdoba,Buenos Aires,690.0,2401.26,Devuelto,2
708,2025-12-30,309,Ciudad de México,Quito,218.3,778.05,Entregado,14
709,2025-02-15,304,Monterrey,Guadalajara,469.9,3346.94,En tránsito,6
710,2026-07-21,316,Lima,San José,530.5,2053.18,Devuelto,12
711,2026-02-12,304,Medellín,Quito,173.0,3868.79,Devuelto,10
712,2026-01-28,327,Quito,Guadalajara,519.7,4344.5,Devuelto,1
713,2025-11-16,309,Medellín,Córdoba,144.5,2708.16,En tránsito,18
714,2025-05-26,311,Bogotá,Guadalajara,152.2,5605.83,En tránsito,14
