registro_id,fecha,suscriptor_id,tipo_servicio,unidades,cargo
626,2025-02-01,5039,Voz,457,179.86
627,2025-06-13,5070,Voz,531,141.04
628,2025-10-31,5068,Voz,425,291.61
629,2025-05-31,5068,Datos,631,180.96
630,2026-04-24,5085,SMS,95,221.16
631,2026-03-10,5012,Voz,430,328.0
632,2026-04-29,5088,Voz,395,142.45
633,2025-05-17,5017,Voz,571,294.31
634,2025-06-29,5031,SMS,30,348.0
635,2025-08-12,5054,Voz,271,114.46
636,2026-06-19,5077,Datos,8293,238.32
637,2025-10-30,5063,Voz,84,283.77
638,2025-08-09,5085,Voz,306,143.03
639,2026-04-15,5003,SMS,115,127.8
640,2026-04-08,5002,Voz,565,142.07
641,2025-05-16,5008,Voz,386,321.44
642,2025-11-12,5038,Voz,385,15.19
643,2025-03-23,5046,Voz,436,245.12
644,2026-02-14,5057,Datos,534,289.56
645,2025-12-27,5035,SMS,61,306.06
646,2026-01-14,5073,Datos,8152,97.12
647,2025-08-25,5052,Datos,6475,150.05
648,2026-02-22,5049,Datos,19803,99.65
649,2026-08-04,5010,Voz,382,285.9
650,2025-07-10,5086,Voz,139,211.89
651,2025-05-12,5050,Voz,170,4.37
652,2026-08-21,5054,Datos,14868,143.16
653,2026-07-16,5025,Datos,19998,87.16
654,2026-06-12,5042,SMS,285,162.66
655,2025-01-13,5064,Datos,12196,105.74
656,2026-06-20,5032,Datos,5658,331.66
657,2025-07-24,5033,SMS,168,211.29
658,2026-02-17,5025,SMS,65,3.94
659,2026-04-23,5001,Voz,297,325.52
660,2025-02-04,5019,SMS,117,304.81
661,2025-01-18,5073,Voz,223,71.84
662,2026-04-27,5074,Datos,4991,46.77
663,2026-01-28,5076,SMS,168,104.34
664,2025-12-04,5086,SMS,6,217.57
665,2025-08-28,5084,Voz,57,118.22
666,2026-03-15,5030,Voz,584,213.22
667,2025-05-09,5014,SMS,206,320.42
668,2026-07-01,5073,SMS,206,46.53
669,2025-01-03,5001,Voz,486,157.28
670,2026-08-09,5053,Datos,17243,116.96
671,2025-09-11,5062,Voz,298,278.49
672,2025-11-22,5040,Datos,3950,79.33
673,2026-02-19,5010,SMS,162,34.38
674,2025-06-23,5007,Datos,16249,26.11
675,2026-08-13,5045,Voz,232,266.75
676,2025-03-14,5023,Voz,151,206.98
677,2025-02-11,5067,Datos,6881,66.86
678,2025-10-21,5024,Datos,9014,192.71
679,2026-03-31,5001,Datos,14132,262.55
680,2025-03-09,5069,Datos,7389,323.09
681,2025-03-20,5001,SMS,165,272.2
682,2026-01-01,5078,Voz,483,31.9
683,2025-03-22,5089,Voz,171,94.16
684,2026-07-26,5050,Voz,262,278.28
685,2025-03-22,5066,Voz,353,255.26
686,2026-02-06,5013,Datos,8539,234.34
687,2026-05-19,5032,SMS,25,287.53
688,2025-01-13,5001,Voz,292,251.03
689,2025-01-19,5041,Datos,17681,348.06
690,2025-03-25,5032,SMS,92,281.59
691,2026-02-08,5004,SMS,196,269.25
692,2026-07-22,5006,Voz,527,140.07
693,2026-07-08,5036,SMS,274,4.85
694,2025-04-03,5051,Datos,19926,339.8
695,2025-07-28,5049,Datos,19672,252.97
696,2025-02-26,5044,SMS,103,326.42
697,2026-05-31,5078,Datos,8640,317.81
698,2026-07-26,5007,Datos,1395,169.3
699,2025-04-05,5006,SMS,61,189.53
700,2025-04-05,5089,SMS,41,70.29
701,2025-12-10,5019,Datos,3286,188.22
702,2025-06-16,5071,Datos,1542,280.22
703,2025-02-03,5031,Voz,123,103.7
704,2025-11-18,5059,SMS,10,79.45
705,2025-10-07,5061,SMS,245,127.49
706,2025-05-21,5036,Datos,1859,321.53
707,2026-02-04,5026,Voz,455,261.19
708,2025-10-06,5080,SMS,296,147.72
709,2025-07-04,5063,Datos,4335,87.24
710,2025-08-26,5090,SMS,187,341.69
711,2025-11-05,5018,SMS,274,6.25
712,2025-08-10,5048,Datos,14694,317.44
713,2026-02-07,5067,Datos,10835,83.16
714,2026-01-15,5051,Datos,14221,15.88
715,2025-01-09,5068,SMS,137,218.53
716,2025-05-02,5076,Voz,12,345.96
717,2026-01-09,5008,SMS,74,47.77
718,2026-04-17,5078,Datos,5180,265.06
719,2026-08-12,5073,Datos,7579,227.42
720,2026-03-17,5024,Datos,1624,15.53
721,2025-09-21,5060,Datos,9676,284.06
722,2025-10-20,5081,SMS,164,261.63
723,2026-06-11,5078,Datos,10794,32.15
724,2026-02-03,5072,Voz,575,122.08
725,2025-12-05,5045,SMS,145,139.65
726,2025-06-02,5052,Voz,172,43.61
727,2026-01-25,5079,Datos,10319,4.72
728,2026-07-09,5053,Voz,431,148.36
729,2026-03-08,5058,Voz,304,315.68
730,2025-03-06,5052,Voz,135,128.41
731,2025-01-05,5047,Voz,73,24.21
732,2025-04-07,5030,SMS,255,110.95
733,2025-03-05,5007,Datos,14420,131.01
734,2025-09-09,5023,Datos,2460,206.96
735,2026-01-20,5040,Datos,8695,339.04
736,2026-08-21,5047,Voz,100,19.52
737,2026-08-13,5059,Voz,587,186.27
738,2025-08-08,5056,SMS,298,150.67
739,2025-11-27,5050,Voz,568,249.86
740,2026-07-15,5064,Datos,15074,334.22
741,2025-09-06,5048,SMS,96,347.84
742,2025-09-29,5089,Datos,2907,85.9
743,2025-06-17,5001,SMS,96,9.42
744,2025-07-14,5047,Datos,7927,297.68
745,2025-08-04,5019,SMS,69,198.15
746,2026-07-29,5052,Datos,1309,322.59
747,2026-01-21,5042,Voz,168,216.25
748,2026-03-26,5076,SMS,85,165.95
749,2025-12-13,5031,SMS,274,228.27
750,2026-08-13,5006,Voz,245,33.33
751,2025-08-22,5089,Voz,67,266.52
752,2025-08-06,5023,SMS,71,336.55
753,2025-06-02,5064,SMS,269,311.37
754,2025-03-28,5002,SMS,165,115.23
755,2025-02-28,5035,SMS,200,320.24
756,2025-07-26,5057,Datos,18626,193.11
757,2025-10-19,5029,Voz,31,344.65
758,2025-06-04,5028,SMS,222,319.81
759,2025-07-28,5064,Datos,15299,328.76
760,2026-02-16,5054,SMS,204,325.04
761,2026-07-26,5062,Voz,454,126.85
762,2025-06-23,5031,Datos,10980,218.55
763,2026-04-30,5039,Voz,295,276.98
764,2025-10-04,5039,SMS,254,6.97
765,2025-06-21,5083,Datos,12021,150.1
766,2026-03-17,5054,Voz,381,290.73
767,2026-06-05,5002,Voz,251,231.99
768,2025-03-14,5046,SMS,211,99.31
769,2026-08-24,5058,Datos,19498,73.5
770,2026-07-09,5067,Voz,585,247.97
771,2026-03-14,5077,Voz,264,12.52
772,2025-08-01,5080,Datos,466,50.45
773,2025-05-15,5054,Datos,7094,260.98
774,2025-04-14,5076,Datos,3324,55.35
775,2025-12-04,5071,SMS,54,215.76
776,2025-01-05,5072,Datos,8241,245.08
777,2025-05-21,5024,SMS,84,318.41
778,2025-06-26,5076,SMS,154,289.44
779,2026-06-01,5082,Voz,350,243.78
780,2025-05-12,5009,SMS,73,72.16
781,2025-12-04,5068,SMS,30,230.21
782,2026-01-29,5038,Voz,398,244.29
783,2026-02-15,5026,SMS,190,107.43
784,2025-01-26,5074,SMS,201,263.69
785,2026-08-04,5042,SMS,138,271.38
786,2026-04-01,5050,Voz,555,54.38
787,2026-08-11,5051,Voz,52,308.08
788,2025-01-08,5054,Voz,394,35.09
789,2026-02-21,5042,Datos,14734,332.9
790,2025-12-02,5043,Datos,13062,263.19
791,2025-09-18,5046,Datos,3273,164.86
792,2026-06-21,5036,Voz,8,156.52
793,2025-02-28,5067,Datos,4352,125.42
794,2025-04-20,5054,Datos,8368,54.29
795,2026-04-29,5033,Datos,2252,326.57
796,2026-02-21,5001,Voz,207,319.3
797,2026-04-27,5055,Voz,525,303.61
798,2025-07-18,5009,Datos,8034,16.43
799,2026-06-09,5080,Datos,5043,225.22
800,2026-07-08,5008,Voz,47,214.21
801,2025-03-12,5069,Voz,32,74.8
802,2025-03-09,5086,SMS,222,288.37
803,2025-05-19,5061,SMS,250,294.32
804,2025-08-03,5044,Voz,569,127.22
805,2025-11-22,5079,Datos,432,320.07
806,2025-11-03,5060,Voz,363,345.76
807,2026-08-10,5002,SMS,115,88.3
808,2025-05-24,5003,Datos,17974,230.42
809,2025-05-31,5056,Voz,173,227.91
810,2025-05-24,5006,Voz,93,116.58
811,2025-11-16,5036,SMS,98,54.17
812,2026-04-28,5030,Voz,578,100.35
813,2025-04-27,5056,Datos,19978,229.88
814,2025-06-12,5009,SMS,268,70.91
815,2026-06-17,5065,SMS,164,305.89
816,2026-03-07,5090,SMS,293,56.13
817,2026-01-05,5083,Voz,173,253.04
818,2026-03-07,5049,SMS,236,293.61
819,2025-07-17,5038,SMS,228,245.08
820,2025-03-30,5050,Datos,19345,130.35
821,2025-06-03,5068,Voz,480,103.57
822,2025-11-16,5019,Datos,11138,145.3
823,2025-08-30,5071,SMS,79,47.16
824,2026-05-30,5019,Voz,486,331.07
825,2026-08-10,5004,Voz,176,20.29
826,2025-02-26,5055,Datos,17766,235.05
827,2025-11-27,5071,Datos,14636,246.29
828,2025-11-18,5010,SMS,255,110.2
829,2025-02-10,5076,SMS,277,295.13
830,2026-08-21,5027,Datos,2173,23.15
831,2025-11-06,5064,SMS,298,129.67
832,2026-07-18,5078,SMS,208,73.93
833,2025-07-30,5034,SMS,211,184.03
834,2025-06-04,5020,Voz,491,83.61
835,2025-01-29,5052,SMS,59,221.4
836,2025-04-13,5043,SMS,280,54.56
837,2025-04-11,5073,SMS,199,179.0
838,2026-02-02,5018,Voz,501,250.49
839,2026-08-24,5077,Voz,122,46.62
840,2026-07-21,5062,Voz,569,212.54
841,2025-11-08,5030,Voz,282,212.81
842,2026-03-07,5059,Voz,249,172.05
843,2025-07-15,5059,SMS,116,118.74
844,2025-08-30,5089,Datos,15953,259.04
845,2025-12-04,5022,SMS,166,119.42
846,2026-01-02,5006,SMS,17,44.88
847,2026-06-13,5012,SMS,114,96.21
848,2026-06-06,5036,Datos,10197,188.32
849,2026-05-10,5014,Voz,319,332.87
850,2025-11-27,5084,SMS,117,297.87
851,2025-11-29,5026,Datos,14548,219.91
852,2026-03-25,5051,SMS,299,307.48
853,2025-05-26,5058,SMS,28,81.63
854,2026-06-09,5039,SMS,219,102.53
855,2025-08-26,5053,Datos,9616,286.88
856,2025-03-09,5055,SMS,12,151.49
857,2026-05-26,5018,SMS,112,177.36
858,2026-01-10,5027,Voz,364,158.83
859,2025-04-17,5021,SMS,120,178.41
860,2026-08-02,5072,SMS,70,290.54
861,2025-08-21,5043,SMS,84,79.71
862,2026-07-18,5039,Voz,385,121.76
863,2026-02-03,5033,SMS,222,8.88
864,2026-04-28,5060,Voz,308,248.3
865,2026-01-01,5050,Voz,126,190.9
866,2026-03-11,5084,Voz,499,22.74
867,2025-03-20,5001,Datos,5295,180.01
868,2025-10-21,5013,Datos,18082,311.99
869,2026-01-31,5013,Voz,308,244.82
870,2026-05-14,5008,SMS,105,283.9
871,2026-07-03,5037,Voz,132,142.07
872,2025-06-05,5086,SMS,15,148.95
873,2026-01-29,5082,Datos,18847,247.62
874,2026-01-22,5024,Voz,572,158.62
875,2026-03-22,5016,SMS,212,333.42
876,2025-10-12,5001,Voz,321,61.28
877,2025-10-03,5005,Voz,132,214.99
878,2026-03-10,5070,Voz,75,194.03
879,2026-05-01,5054,Datos,530,302.55
880,2025-10-10,5079,Voz,336,285.08
881,2025-08-05,5016,Datos,882,86.24
882,2026-01-05,5045,Voz,469,152.28
883,2026-07-17,5040,Voz,386,134.61
884,2026-08-05,5063,Voz,389,204.8
885,2026-08-20,5046,SMS,183,265.4
886,2025-09-27,5082,Voz,498,284.26
887,2026-07-15,5039,SMS,111,113.52
888,2025-08-02,5023,SMS,33,291.19
889,2026-05-08,5035,Datos,18001,49.67
890,2025-11-04,5069,SMS,1,164.35
891,2025-10-10,5031,Voz,68,132.6
892,2026-08-18,5090,Voz,383,290.4
893,2026-04-14,5020,Datos,3751,184.33
894,2025-05-18,5060,SMS,33,306.26
895,2025-10-20,5002,Datos,19110,85.73
896,2026-06-11,5064,SMS,49,68.41
897,2025-03-03,5090,SMS,27,35.42
898,2025-11-16,5090,SMS,44,72.54
899,2025-08-23,5011,Datos,2128,151.88
900,2026-05-13,5069,Datos,3405,279.55
