inscripcion_id,fecha_inscripcion,estudiante_id,curso,nota_final,horas_completadas,estado
500,2025-12-22,7003,Machine Learning,,48,Abandonado
501,2026-06-20,7072,Gestión de proyectos,,38,Abandonado
502,2025-01-09,7035,Visualización,,36,En curso
503,2026-03-09,7055,Cloud Computing,,20,Abandonado
504,2025-04-09,7027,Finanzas personales,,25,En curso
505,2025-05-08,7043,Visualización,4.8,0,Completado
506,2025-12-15,7005,Cloud Computing,,8,Abandonado
507,2026-04-12,7071,Visualización,,59,Abandonado
508,2026-02-16,7036,Marketing digital,,33,En curso
509,2026-04-06,7056,Cloud Computing,,29,En curso
510,2025-04-20,7003,Finanzas personales,,44,En curso
511,2026-03-20,7083,Python básico,9.1,5,Completado
512,2026-03-27,7034,SQL para datos,,5,Abandonado
513,2025-09-24,7004,Finanzas personales,8.6,6,Completado
514,2026-05-07,7044,Gestión de proyectos,,26,En curso
515,2025-11-30,7056,Python básico,,41,Abandonado
516,2026-06-02,7044,Marketing digital,6.8,60,Completado
517,2025-04-09,7003,Marketing digital,,31,Abandonado
518,2025-09-25,7085,Machine Learning,,13,En curso
519,2025-08-01,7037,Gestión de proyectos,,39,Abandonado
520,2026-08-13,7082,Gestión de proyectos,,1,En curso
521,2025-01-18,7036,Gestión de proyectos,,50,En curso
522,2026-08-14,7053,Visualización,,31,En curso
523,2025-02-16,7044,Machine Learning,,52,En curso
524,2026-03-22,7034,SQL para datos,8.6,30,Completado
525,2025-06-21,7090,Gestión de proyectos,,51,Abandonado
526,2025-02-04,7058,Machine Learning,5.1,21,Completado
527,2025-09-04,7008,Gestión de proyectos,,55,Abandonado
528,2025-06-26,7063,Marketing digital,,55,En curso
529,2025-03-15,7039,Marketing digital,,48,Abandonado
530,2025-10-22,7032,Visualización,,48,Abandonado
531,2025-02-23,7053,Marketing digital,,12,Abandonado
532,2025-12-26,7042,Visualización,,1,Abandonado
533,2025-05-25,7011,Finanzas personales,8.4,35,Completado
534,2025-12-08,7074,SQL para datos,,51,En curso
535,2025-08-02,7079,Python básico,,48,Abandonado
536,2026-05-31,7038,Gestión de proyectos,,9,Abandonado
537,2025-12-25,7063,Marketing digital,,48,En curso
538,2026-02-01,7061,Gestión de proyectos,9.2,26,Completado
539,2026-03-09,7019,Visualización,9.6,16,Completado
540,2025-10-16,7039,Visualización,,40,Abandonado
541,2026-02-17,7077,Marketing digital,,47,En curso
542,2025-03-15,7032,Machine Learning,3.7,12,Completado
543,2026-03-27,7029,Marketing digital,,5,En curso
544,2025-02-18,7062,Finanzas personales,,56,Abandonado
545,2025-11-05,7029,Cloud Computing,9.2,55,Completado
546,2026-04-18,7046,Marketing digital,,11,En curso
547,2025-05-20,7087,Marketing digital,,15,En curso
548,2026-07-06,7051,Gestión de proyectos,,44,En curso
549,2026-07-22,7006,Finanzas personales,,52,Abandonado
550,2026-05-23,7064,Gestión de proyectos,,39,En curso
551,2025-10-21,7035,Visualización,,60,Abandonado
552,2025-12-09,7037,Machine Learning,,37,Abandonado
553,2026-04-16,7046,Cloud Computing,6.1,56,Completado
554,2026-04-22,7004,Marketing digital,6.3,35,Completado
555,2025-01-26,7061,Cloud Computing,,55,En curso
556,2026-05-07,7020,Marketing digital,9.7,29,Completado
557,2026-04-01,7046,Gestión de proyectos,5.2,12,Completado
558,2026-04-28,7039,Visualización,3.5,41,Completado
559,2025-03-01,7027,Python básico,7.4,41,Completado
560,2025-10-12,7006,Python básico,,50,Abandonado
561,2026-02-12,7053,Gestión de proyectos,,46,En curso
562,2025-10-25,7065,Cloud Computing,4.7,21,Completado
563,2025-12-08,7032,Marketing digital,,23,Abandonado
564,2025-07-04,7032,Visualización,,55,En curso
565,2026-03-17,7087,Python básico,9.6,40,Completado
566,2025-01-14,7088,Python básico,,16,Abandonado
567,2026-08-08,7060,SQL para datos,9.0,4,Completado
568,2025-09-09,7008,Cloud Computing,,37,Abandonado
569,2026-03-08,7086,SQL para datos,,5,En curso
570,2026-05-29,7077,Marketing digital,,53,Abandonado
571,2025-04-15,7041,Gestión de proyectos,3.6,32,Completado
572,2026-04-04,7028,Cloud Computing,,25,Abandonado
573,2025-11-10,7055,Finanzas personales,5.2,28,Completado
574,2026-02-23,7055,Finanzas personales,6.6,42,Completado
575,2026-04-18,7001,Marketing digital,,25,En curso
576,2026-01-28,7086,Machine Learning,,45,Abandonado
577,2025-05-17,7079,Gestión de proyectos,8.2,25,Completado
578,2026-08-24,7044,Gestión de proyectos,,1,Abandonado
579,2025-03-11,7068,Cloud Computing,,45,Abandonado
580,2025-08-27,7022,Visualización,,0,Abandonado
581,2025-07-10,7024,Finanzas personales,,27,Abandonado
582,2026-05-08,7037,Visualización,5.2,39,Completado
583,2025-06-28,7069,Machine Learning,,4,En curso
584,2025-08-10,7033,SQL para datos,5.5,34,Completado
585,2025-02-03,7050,Cloud Computing,,31,En curso
586,2025-09-07,7040,Visualización,,35,En curso
587,2026-05-28,7076,Gestión de proyectos,4.8,10,Completado
588,2025-11-03,7034,Cloud Computing,,52,En curso
589,2025-09-26,7017,Cloud Computing,4.3,6,Completado
590,2025-06-20,7003,Visualización,,50,Abandonado
591,2025-08-20,7065,Gestión de proyectos,,5,En curso
592,2026-02-21,7069,Marketing digital,,19,Abandonado
593,2025-11-06,7064,SQL para datos,,13,En curso
594,2025-03-20,7012,Visualización,9.4,0,Completado
595,2026-06-11,7019,Gestión de proyectos,,12,En curso
596,2025-11-22,7035,SQL para datos,,22,En curso
597,2026-06-24,7027,Gestión de proyectos,,40,Abandonado
598,2025-05-02,7022,Finanzas personales,,35,Abandonado
599,2025-12-18,7078,Python básico,,51,En curso
600,2025-11-07,7074,SQL para datos,,58,Abandonado
601,2026-01-20,7022,Gestión de proyectos,,23,Abandonado
602,2025-12-20,7067,Machine Learning,5.6,13,Completado
603,2025-04-10,7069,Visualización,9.6,19,Completado
604,2025-04-04,7069,Python básico,,46,Abandonado
605,2025-03-08,7008,Cloud Computing,9.7,55,Completado
606,2025-06-27,7050,Cloud Computing,4.8,58,Completado
607,2026-01-14,7021,Finanzas personales,7.8,47,Completado
608,2025-04-15,7031,Machine Learning,8.9,4,Completado
609,2025-06-08,7066,Finanzas personales,,57,En curso
610,2025-04-03,7025,SQL para datos,,18,En curso
611,2025-03-27,7052,Gestión de proyectos,4.4,56,Completado
612,2026-01-07,7083,Visualización,,54,En curso
613,2025-02-09,7007,Visualización,5.2,3,Completado
614,2025-01-11,7040,Finanzas personales,,28,En curso
615,2025-04-13,7069,Python básico,7.7,39,Completado
616,2026-07-17,7053,Cloud Computing,,42,En curso
617,2026-04-13,7041,Marketing digital,,47,En curso
618,2025-11-09,7056,Gestión de proyectos,8.2,56,Completado
619,2025-07-08,7039,SQL para datos,8.5,9,Completado
620,2025-10-01,7053,Gestión de proyectos,,9,Abandonado
621,2025-11-11,7008,SQL para datos,,59,En curso
622,2025-04-16,7080,Python básico,,26,Abandonado
623,2026-01-27,7014,Marketing digital,,44,Abandonado
624,2026-06-24,7079,Machine Learning,3.1,10,Completado
625,2025-05-18,7086,SQL para datos,,25,En curso
626,2026-05-31,7069,Machine Learning,5.9,9,Completado
627,2026-05-27,7088,Gestión de proyectos,7.4,59,Completado
628,2025-06-24,7082,Marketing digital,,53,En curso
629,2026-01-26,7080,Machine Learning,,1,Abandonado
630,2026-05-24,7068,SQL para datos,7.4,47,Completado
631,2025-08-24,7001,Machine Learning,5.4,42,Completado
632,2025-12-27,7082,Finanzas personales,,8,Abandonado
633,2026-04-12,7017,Python básico,,45,Abandonado
634,2025-02-17,7026,Finanzas personales,4.0,58,Completado
635,2025-12-14,7035,Finanzas personales,,47,Abandonado
636,2025-07-15,7017,Finanzas personales,,60,En curso
637,2025-04-01,7016,Cloud Computing,7.3,21,Completado
638,2025-02-15,7024,Gestión de proyectos,,43,Abandonado
639,2025-01-24,7066,Machine Learning,,58,Abandonado
640,2026-02-14,7081,Python básico,,51,Abandonado
641,2025-01-30,7049,Machine Learning,5.0,50,Completado
642,2025-01-14,7024,Marketing digital,,50,En curso
643,2026-05-04,7046,Cloud Computing,,28,En curso
644,2025-12-16,7052,Python básico,,45,Abandonado
645,2025-03-27,7075,Gestión de proyectos,4.8,27,Completado
646,2025-09-23,7051,Visualización,,2,Abandonado
647,2025-12-04,7013,Gestión de proyectos,,27,En curso
648,2026-05-19,7018,Finanzas personales,6.6,46,Completado
649,2026-03-12,7049,Visualización,,4,En curso
650,2025-02-23,7027,Marketing digital,,41,En curso
651,2025-01-24,7017,SQL para datos,8.9,6,Completado
652,2026-01-27,7025,Python básico,,59,Abandonado
653,2025-10-11,7036,Finanzas personales,,57,En curso
654,2025-01-16,7011,Visualización,,32,Abandonado
655,2025-09-20,7003,Gestión de proyectos,5.3,46,Completado
656,2025-06-22,7032,Cloud Computing,,19,Abandonado
657,2025-05-05,7010,Cloud Computing,,29,Abandonado
658,2025-02-18,7073,Gestión de proyectos,,14,Abandonado
659,2025-05-12,7040,Visualización,,37,En curso
660,2026-02-23,7046,Finanzas personales,9.7,13,Completado
661,2025-12-06,7082,Visualización,8.7,8,Completado
662,2026-02-08,7085,Finanzas personales,,0,Abandonado
663,2026-06-07,7072,Marketing digital,,52,En curso
664,2026-02-28,7081,Gestión de proyectos,,24,Abandonado
665,2025-06-02,7089,Machine Learning,,23,Abandonado
666,2026-07-02,7085,Machine Learning,,55,Abandonado
667,2025-06-18,7021,Python básico,,48,Abandonado
668,2025-08-12,7015,Machine Learning,,15,Abandonado
669,2026-06-07,7048,Gestión de proyectos,3.3,27,Completado
670,2025-11-02,7069,Marketing digital,,31,Abandonado
671,2026-05-23,7053,Python básico,,39,Abandonado
672,2025-11-28,7052,Visualización,,30,En curso
673,2025-10-15,7035,Gestión de proyectos,,53,Abandonado
674,2025-12-09,7074,Machine Learning,,5,En curso
675,2025-07-25,7030,SQL para datos,,60,En curso
676,2025-12-19,7062,Gestión de proyectos,,38,En curso
677,2026-05-16,7081,Cloud Computing,9.5,34,Completado
678,2025-03-31,7059,SQL para datos,,45,En curso
679,2026-06-24,7082,Marketing digital,,43,En curso
680,2026-03-31,7021,Gestión de proyectos,,48,En curso
681,2025-05-01,7016,Finanzas personales,,27,Abandonado
682,2025-08-18,7033,Cloud Computing,,39,En curso
683,2025-11-22,7053,SQL para datos,,49,En curso
684,2026-03-23,7046,Cloud Computing,,56,Abandonado
685,2026-02-17,7015,Finanzas personales,,33,Abandonado
686,2025-09-01,7077,Python básico,,58,En curso
687,2025-07-31,7007,Gestión de proyectos,,47,Abandonado
688,2025-04-23,7065,Marketing digital,3.4,50,Completado
689,2025-12-02,7025,Finanzas personales,3.6,41,Completado
690,2025-10-15,7082,Machine Learning,4.2,8,Completado
691,2026-07-09,7068,Visualización,,19,En curso
692,2025-06-21,7085,Finanzas personales,,24,Abandonado
693,2025-02-19,7053,Cloud Computing,,27,Abandonado
694,2025-02-20,7084,SQL para datos,,51,Abandonado
695,2025-02-04,7082,Cloud Computing,,0,Abandonado
696,2026-07-21,7027,Python básico,9.4,4,Completado
697,2025-09-05,7043,Gestión de proyectos,6.1,50,Completado
698,2026-02-14,7068,Finanzas personales,,6,En curso
699,2025-09-25,7045,Cloud Computing,,26,En curso
700,2025-09-08,7003,Machine Learning,,57,En curso
701,2026-03-24,7051,Finanzas personales,7.3,54,Completado
702,2026-02-17,7035,Machine Learning,,31,Abandonado
703,2025-07-31,7018,Marketing digital,7.4,59,Completado
704,2026-08-11,7090,SQL para datos,,6,En curso
705,2025-06-06,7077,Gestión de proyectos,,26,Abandonado
706,2025-06-07,7057,Gestión de proyectos,,47,Abandonado
707,2026-01-01,7006,Gestión de proyectos,9.9,46,Completado
708,2025-08-11,7084,Visualización,,55,Abandonado
709,2026-05-25,7003,Finanzas personales,,21,Abandonado
710,2025-05-23,7041,SQL para datos,,58,Abandonado
711,2025-07-06,7021,Marketing digital,,16,En curso
712,2026-01-15,7028,Marketing digital,,30,Abandonado
713,2025-10-01,7083,Cloud Computing,,47,Abandonado
714,2025-01-23,7051,Finanzas personales,6.1,53,Completado
715,2026-07-31,7044,SQL para datos,7.7,38,Completado
716,2026-01-19,7065,Gestión de proyectos,6.2,4,Completado
717,2025-10-11,7020,Cloud Computing,,6,Abandonado
718,2025-06-19,7040,Gestión de proyectos,,13,Abandonado
719,2025-10-10,7087,Machine Learning,6.0,33,Completado
720,2025-12-11,7087,Finanzas personales,6.6,17,Completado
721,2026-03-21,7057,Gestión de proyectos,,24,En curso
722,2025-02-07,7041,Finanzas personales,,1,Abandonado
723,2025-11-07,7047,Cloud Computing,,41,En curso
724,2025-11-10,7027,Visualización,,49,Abandonado
725,2026-04-28,7056,Finanzas personales,,6,Abandonado
726,2026-08-01,7044,Machine Learning,,60,En curso
727,2025-01-03,7019,Cloud Computing,,49,Abandonado
728,2025-09-04,7079,Cloud Computing,6.4,55,Completado
729,2025-08-04,7015,Gestión de proyectos,,37,En curso
730,2025-05-08,7060,Python básico,,42,En curso
731,2025-12-08,7007,Cloud Computing,3.9,29,Completado
732,2025-09-27,7059,Visualización,8.4,42,Completado
733,2025-09-26,7010,Finanzas personales,,8,Abandonado
734,2026-01-10,7023,Finanzas personales,,32,En curso
735,2025-09-18,7044,SQL para datos,,14,En curso
736,2026-05-15,7044,Cloud Computing,,6,En curso
737,2025-12-03,7051,Gestión de proyectos,,29,Abandonado
738,2025-11-18,7028,Machine Learning,,15,Abandonado
739,2026-01-11,7019,Gestión de proyectos,,22,Abandonado
740,2026-08-20,7071,Gestión de proyectos,8.8,31,Completado
741,2026-05-15,7077,Gestión de proyectos,,59,En curso
742,2026-02-17,7065,Python básico,7.6,9,Completado
743,2025-05-01,7068,Visualización,,26,En curso
744,2025-11-06,7022,Finanzas personales,4.5,0,Completado
745,2025-09-15,7039,Marketing digital,6.3,51,Completado
746,2025-04-09,7076,Cloud Computing,,46,En curso
747,2026-05-16,7064,Visualización,,18,Abandonado
748,2025-12-24,7016,Gestión de proyectos,,36,Abandonado
749,2025-08-10,7044,Finanzas personales,6.6,60,Completado
750,2026-02-17,7037,Python básico,,7,En curso
